month,day,hour,minute,temperature,clearsky_dhi,clearsky_dni,clearsky_ghi,cloud_type,dew_point,dhi,dni,fill_flag,ghi,relative_humidity,solar_zenith_angle,surface_albedo,pressure,precipitable_water,wind_direction,wind_speed,cdte,solar_azimuth_angle,0.2800_um,0.2805_um,0.2810_um,0.2815_um,0.2820_um,0.2825_um,0.2830_um,0.2835_um,0.2840_um,0.2845_um,0.2850_um,0.2855_um,0.2860_um,0.2865_um,0.2870_um,0.2875_um,0.2880_um,0.2885_um
1,2,11,0,0.6909090909090909,89.0,658.0,313.0,0.0,4.3,89.0,658.0,0.0,0.3092885375494071,21.05,70.05,0.12,959.0,0.8,15.0,0.0410958904109589,0.9903450560054976,236.0718725016715,4.3684055289326e-19,6.527440505911316e-18,2.5858938993717602e-17,4.1158299402999664e-16,2.219985553407665e-15,6.590889086494834e-15,2.1307559507756652e-14,3.5914297871047077e-14,4.499303026285606e-13,1.1541373322991666e-12,2.3921736513664454e-12,1.0669691685667834e-11,3.6823933996326605e-11,1.6361225658400807e-10,4.4809392294914635e-10,1.510456359123654e-09,5.862340751414361e-09,1.5700510500133332e-08
1,2,12,0,0.5090909090909093,46.0,348.0,93.0,0.0,5.0,46.0,348.0,0.0,0.09189723320158102,27.9,82.24,0.12,959.0,0.8,318.0,0.0821917808219178,0.966661703701496,242.6516306400769,2.6957277197765842e-19,4.0149470660839175e-18,1.5881204284604294e-17,2.51855177239743e-16,1.3549525707076605e-15,4.015149471322025e-15,1.2950035752648732e-14,2.1797392316960745e-14,2.7166263112678743e-13,6.94912615140976e-13,1.4355789322674544e-12,6.375906402079199e-12,2.195968163062175e-11,9.719163152731956e-11,2.6531012392952047e-10,8.902286463383136e-10,3.433543878717753e-09,9.15951238737468e-09
1,2,13,0,0.40454545454545454,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,30.07,-9999.0,0.12,960.0,0.8,321.0,0.1095890410958904,0.0,247.5721414775716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,14,0,0.3500000000000001,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,32.34,-9999.0,0.12,961.0,0.8,335.0,0.0958904109589041,0.0,251.30852931032825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,15,0,0.3090909090909091,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,33.23,-9999.0,0.12,961.0,0.8,352.0,0.0821917808219178,0.0,254.08988513916827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,16,0,0.2863636363636364,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,32.66,-9999.0,0.12,961.0,0.8,24.0,0.0684931506849315,0.0,255.88727607916297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,17,0,0.2681818181818182,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,30.79,-9999.0,0.12,960.0,0.8,76.0,0.0684931506849315,0.0,256.1363073374412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,18,0,0.2318181818181818,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,31.68,-9999.0,0.12,960.0,0.8,108.0,0.0958904109589041,0.0,251.84974002793592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,19,0,0.1863636363636364,0.0,0.0,0.0,0.0,1.6,0.0,0.0,1.0,0.0,33.88,-9999.0,0.12,960.0,0.8,119.0,0.1232876712328767,0.0,204.4170285270696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,20,0,0.1454545454545455,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,35.12,-9999.0,0.12,960.0,0.8,124.0,0.1643835616438356,0.0,112.11207540323574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,21,0,0.10909090909090913,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,35.91,-9999.0,0.12,959.0,0.8,123.0,0.1780821917808219,0.0,104.30481162456238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,22,0,0.0818181818181819,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,36.45,-9999.0,0.12,959.0,0.8,121.0,0.1780821917808219,0.0,103.79804531749176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
